,best_NN_score_alpha1
319,15.550155
320,9.6791315
321,10.609051
322,13.5992155
323,10.273591
324,8.057363
325,10.549952
326,15.321011
327,9.001443
328,13.956711
329,12.904885
330,10.405486
331,13.1266
332,10.496399
333,12.833066
334,10.756429
335,5.3439074
336,9.9010515
337,19.552383
338,15.045161
339,5.3873405
340,12.2419615
341,11.610499
342,4.9657607
343,13.102815
344,6.0963554
345,10.744168
346,10.392358
347,12.458424
348,12.403354
349,11.920979
350,11.660752
351,9.699508
352,9.751317
353,10.620695
354,16.131927
355,6.23088
356,8.42527
357,4.309675
358,8.593526
359,12.489691
360,9.192275
361,11.484662
362,8.174912
363,7.653467
364,7.5047197
365,12.22146
366,13.384791
367,6.27369
368,10.128486
369,4.7872505
370,14.573062
371,10.289516
372,6.5655794
373,16.087461
374,8.003595
375,7.451376
376,14.839885
377,12.8755045
378,5.5858326
379,15.886656
380,5.4261103
381,9.631855
382,4.8133154
383,20.38515
384,8.772761
385,12.759891
386,18.183123
387,6.4749365
388,6.7280617
389,11.500235
390,8.411625
391,13.631368
392,11.927921
393,11.750369
394,9.721665
395,14.287375
396,12.709718
397,12.106578
398,12.257129
399,11.966651
400,13.393117
401,8.168594
402,12.324846
403,9.402507
404,4.387348
405,9.800172
406,4.1682153
407,10.511688
408,8.879724
409,7.1513476
410,9.2251215
411,9.476813
412,6.5747256
413,16.471035
414,5.9955006
415,11.333638
416,11.435239
417,8.399229
418,10.675418
419,16.10778
420,10.624939
421,10.58716
422,3.3402643
423,13.521201
424,11.463418
425,13.047117
426,11.694985
427,10.381158
428,8.406914
429,14.384717
430,8.672168
431,8.531331
432,5.0103903
433,7.887597
434,7.242619
435,6.531335
436,8.377234
437,10.785154
438,11.719284
439,4.9343505
440,16.99125
441,9.179077
442,11.951482
443,11.680282
444,14.872128
445,4.5987096
446,13.679271
447,3.6547358
448,13.012612
449,7.02553
450,7.1143055
451,9.687552
452,8.253456
453,8.946048
454,9.878959
455,5.4310193
456,11.271355
457,18.322323
458,4.045812
459,5.4267597
460,13.756847
461,12.451052
462,8.692466
463,4.6799526
464,9.122355
465,7.642599
466,6.153037
467,9.438091
468,12.091886
469,8.399303
470,6.063842
471,15.719369
472,12.858308
473,7.4729686
474,9.41976
475,9.0639715
476,15.935524
477,4.2708583
478,6.408451
479,13.408115
480,9.264649
481,14.467748
482,4.152217
483,9.859733
484,8.751281
485,7.674372
486,9.008153
487,13.997676
488,8.08964
489,12.047061
490,5.364545
491,13.733306
492,10.109472
493,5.8229656
494,6.796411
495,4.6239223
496,7.685718
497,18.060528
498,4.6203384
499,10.158263
500,11.820931
501,4.440505
502,8.028769
503,3.740314
504,5.33738
505,17.537031
506,3.8783948
507,9.914115
508,18.592094
509,14.767013
510,12.452492
511,3.5658948
512,13.976967
513,5.3139234
514,4.699804
515,4.232682
516,8.416763
517,12.736109
518,3.2855191
519,9.738385
520,7.099883
521,9.803266
522,10.372506
523,7.9768677
524,6.5299892
525,12.626355
526,15.207101
527,10.337628
528,5.282298
529,4.722325
530,15.27802
531,14.621423
532,8.461862
533,4.5154314
534,9.524568
535,9.247747
536,12.384108
537,13.649495
538,8.324916
539,8.059719
540,11.60695
541,8.684591
542,6.2948503
543,8.512753
544,15.667021
545,5.6032515
546,3.7357414
547,3.3079524
548,14.3226595
549,9.403181
550,7.860309
551,16.661678
552,14.15172
553,14.52972
554,5.06898
555,5.447979
556,7.162084
557,18.682993
558,10.643354
559,10.800199
560,3.3844109
561,3.7881465
562,8.236947
563,11.167945
564,4.6629643
565,7.839883
566,8.463797
567,9.130111
568,15.93855
569,16.716438
570,13.309371
571,8.316257
572,12.466396
573,13.934581
574,16.660275
575,5.7286625
576,10.501498
577,5.200323
578,11.529153
579,17.454807
580,7.316086
581,8.833949
582,12.19605
583,12.088424
584,11.451414
585,16.6185
586,8.534299
587,4.911998
588,3.6253626
589,6.4675894
590,11.934905
591,4.0328035
592,9.693576
593,10.874587
594,10.161878
595,8.925257
596,11.218787
597,18.230137
598,16.431202
599,13.857311
600,17.982244
601,3.4061625
602,18.080078
603,16.436459
604,9.982501
605,25.22979
606,8.820311
607,4.3300896
608,4.9522047
609,7.562763
610,14.353753
611,10.436526
612,5.5531054
613,7.144819
614,5.3935227
615,4.9176764
616,15.032118
617,7.638798
618,12.7138605
619,9.663308
620,5.0500207
621,6.680265
622,13.716727
623,12.436802
624,7.4358835
625,14.856389
626,12.460226
627,4.9049253
628,17.15281
629,7.5825014
630,10.755949
631,10.360894
632,9.032546
633,5.002116
634,7.1023498
635,9.755128
636,13.153017
637,8.5142355
638,13.623319
639,11.937936
640,22.911907
641,7.7762485
642,6.1151633
643,10.424897
644,7.4718614
645,11.687718
646,7.4437847
647,16.495937
648,9.626239
649,12.0524645
650,9.1263075
651,15.603317
652,16.980549
653,8.272082
654,13.140932
655,13.530487
656,14.478959
657,17.098259
658,9.880639
659,9.021544
660,9.458152
661,15.762504
662,10.050807
663,11.246658
664,9.53902
665,5.5195374
666,10.1328535
667,13.415061
668,4.9886208
669,12.188333
670,11.379125
671,16.116322
672,9.653834
673,6.5428777
674,15.720522
675,3.873629
676,9.778503
677,9.322623
678,6.4113584
679,9.040753
680,15.3426075
681,13.428206
682,6.6990366
683,7.071825
684,8.280189
685,17.440971
686,9.703483
687,9.102004
688,13.313718
689,14.634831
690,14.659336
691,8.8951845
692,8.950818
693,7.631135
694,13.657746
695,9.542495
696,2.2469704
697,6.8171773
698,12.564671
699,23.91994
700,15.340386
701,12.557389
702,12.444798
703,4.101567
704,4.6582074
705,9.245828
706,8.645858
707,9.243915
708,5.646202
709,8.734393
710,8.214424
711,8.2052965
712,5.947986
713,9.699701
714,8.766887
715,14.739301
716,8.565148
717,11.028861
718,12.526212
719,9.684804
720,5.542451
721,6.5456514
722,7.870721
723,13.175281
724,9.756995
725,8.714382
726,7.490238
727,12.118302
728,11.233389
729,8.146034
730,3.5787172
731,8.075964
732,8.069189
733,3.14507
734,16.172232
735,15.806835
736,14.167041
737,8.574391
738,4.9596767
739,9.041402
740,7.0604095
741,13.824673
742,9.824973
743,18.949787
744,6.885599
745,5.952056
746,6.7213593
747,14.211492
748,8.373756
749,4.942234
750,13.808387
751,7.0601397
752,7.8692474
753,13.070209
754,18.998274
755,7.5390425
756,5.627877
757,4.3837686
758,12.099547
759,14.045916
760,14.113006
761,7.356433
762,23.276093
763,5.4004383
764,7.111403
765,9.720365
766,4.511808
767,15.422043
768,9.168455
769,6.065193
770,17.508986
771,9.729104
772,13.839671
773,13.469231
774,5.295986
775,8.460679
776,11.529005
777,2.448717
778,20.490772
779,4.712268
780,9.090541
781,12.210755
782,18.48288
783,8.9140625
784,9.727761
785,3.5648496
786,14.640246
787,7.4613447
788,8.649339
789,9.29856
790,12.636336
791,11.947054
792,16.3125
793,16.797295
794,4.5496125
795,8.934367
796,4.9518805
797,16.052895
798,6.062581
799,9.697896
800,4.376649
801,8.01389
802,11.352463
803,8.852327
804,5.5662355
805,8.049384
806,9.366808
807,10.107395
808,9.839904
809,7.962721
810,4.7730293
811,7.586177
812,8.356144
813,17.016716
814,16.297235
815,7.7936788
816,6.5902634
817,6.6975555
818,8.766596
819,15.63716
820,17.074753
821,6.0189295
822,21.008842
823,11.215943
824,5.346905
825,9.661189
826,9.210889
827,13.206254
828,11.163233
829,4.151349
830,3.5929258
831,6.2259626
832,4.722657
833,9.393895
834,11.258704
835,13.345216
836,13.790803
837,14.654358
838,9.582192
839,4.305435
840,10.506326
841,10.9242525
842,8.654748
843,14.509683
844,9.7309885
845,9.370265
846,11.541114
847,11.337389
848,13.028147
849,3.640074
850,22.750128
851,9.114345
852,8.689904
853,13.214548
854,12.286422
855,5.211375
856,3.4876957
857,26.769457
858,13.508254
859,4.5773907
860,9.363188
861,10.177087
862,7.9665337
863,3.6295261
864,16.928482
865,4.840941
866,8.77234
867,13.090495
868,8.4369
869,9.23696
870,17.599335
871,4.2866926
872,9.8816
873,7.1620684
874,14.216494
875,10.209342
876,14.187274
877,9.808485
878,4.5526257
879,4.1608553
880,9.562531
881,5.3271904
882,7.2961283
883,11.100955
884,18.709286
885,3.9467936
886,9.21824
887,12.047847
888,12.852019
889,14.73735
890,12.514081
891,9.065948
892,13.502461
893,13.638025
894,8.57457
895,16.310614
896,4.6220994
897,10.016662
898,18.433254
899,8.573797
900,11.138406
901,10.581482
902,8.996318
903,12.118665
904,13.45333
905,4.0483165
906,14.195119
907,16.633781
908,21.6397
909,8.173204
910,3.948161
911,7.247093
912,13.591956
913,13.2155695
914,13.284701
915,4.4208665
916,8.062489
917,6.802331
918,6.371127
919,5.986754
920,17.005196
921,14.205501
922,17.768661
923,6.241256
924,14.516852
925,14.398516
926,8.829471
927,12.349349
928,3.4783132
929,8.021546
930,22.407335
931,8.496507
932,13.570027
933,11.569869
934,9.797934
935,8.213333
936,7.812241
937,12.170461
938,19.498508
939,16.05164
940,7.895624
941,13.042803
942,4.4056816
943,11.140309
944,17.074263
945,14.649474
946,3.7922974
947,10.720632
948,8.757289
949,14.969571
950,12.956251
951,3.9274077
952,10.5149355
953,14.229754
954,7.0256853
955,5.2905693
956,11.231706
957,13.696904
958,4.5749984
959,4.840954
960,5.12834
961,10.588494
962,12.47544
963,10.554576
964,4.932541
965,9.123967
966,16.269627
967,4.326054
968,9.221192
969,9.505877
970,11.254201
971,10.342577
972,8.7816515
973,9.876813
974,7.8138733
975,6.4668655
976,12.609308
977,11.083231
978,8.792386
979,13.799865
980,13.400545
981,3.89647
982,11.076877
983,3.8695421
984,10.109484
985,8.385734
986,10.296117
987,11.753427
988,5.5933857
989,9.404998
990,3.7712526
991,7.138136
992,9.893854
993,14.935846
994,4.261588
995,7.9550657
996,2.9002986
997,8.212403
998,10.559386
999,6.1752644
1000,7.155671
1001,15.459996
1002,9.392312
1003,3.3149061
1004,4.181777
1005,8.244893
1006,5.3681836
1007,14.426793
1008,11.3377285
1009,5.073091
1010,10.317344
1011,14.203249
1012,8.218264
1013,6.0015798
1014,4.266407
1015,6.902048
1016,8.024224
1017,18.415672
1018,4.916927
1019,11.645087
1020,4.89877
1021,11.341969
1022,9.915681
1023,13.243581
1024,11.572974
1025,7.850566
1026,3.7442498
1027,17.88131
1028,14.891831
1029,11.206633
1030,13.98352
1031,9.664193
1032,5.255026
1033,4.897944
1034,9.548061
1035,13.146436
1036,10.328378
1037,4.5564795
1038,6.7099996
1039,9.124
1040,7.0078692
1041,12.018596
1042,8.2747965
1043,15.467183
1044,12.637696
1045,8.00411
1046,10.0987
1047,4.683755
1048,8.378434
1049,13.981729
1050,7.017747
1051,10.950815
1052,17.416548
1053,9.014625
1054,10.883985
1055,8.19938
1056,8.104931
1057,12.379579
1058,5.103152
1059,6.0445795
1060,11.243051
1061,7.023359
1062,8.532245
1063,9.276021
1064,3.7747915
1065,9.624308
1066,13.770953
1067,4.9157877
1068,7.5929894
1069,16.59629
1070,8.98805
1071,8.170533
1072,10.157363
1073,5.7523255
1074,8.896382
1075,6.897614
1076,14.266528
1077,8.492008
1078,5.624174
1079,14.112635
1080,9.666064
1081,8.617442
1082,8.302736
1083,3.9102428
1084,20.517612
1085,8.993436
1086,4.0761104
1087,14.140239
1088,6.411237
1089,10.16117
1090,13.434241
1091,3.7285807
1092,8.331536
1093,4.2368326
1094,8.607957
1095,3.701556
1096,11.812625
1097,8.02921
1098,20.686068
1099,3.0604844
1100,11.946573
1101,9.551876
1102,19.926819
1103,9.176707
1104,8.647129
1105,7.8892565
1106,4.8750563
1107,6.0314016
1108,13.758779
1109,11.013911
1110,6.8119383
1111,4.512024
1112,7.6504183
1113,8.856507
1114,13.627843
1115,6.8824787
1116,15.136554
1117,10.298793
1118,16.334381
1119,7.383264
1120,8.769076
1121,9.526071
1122,18.215757
1123,7.4089303
1124,5.835363
1125,8.920419
1126,14.345014
1127,5.5213833
1128,6.3637714
1129,11.138503
1130,9.8390045
1131,6.957736
1132,8.099574
1133,4.735969
1134,14.065733
1135,14.007971
1136,8.237067
1137,9.974387
1138,10.291671
1139,4.496337
1140,9.2786455
1141,9.987632
1142,10.933515
1143,2.9154167
1144,12.062475
1145,10.38554
1146,5.5608063
1147,9.996371
1148,9.460591
1149,4.2231708
1150,9.5755625
1151,12.298036
1152,4.5745397
1153,5.3340526
1154,18.778801
1155,10.489265
1156,19.04425
1157,12.546618
1158,5.6657104
1159,3.8463216
1160,7.774184
1161,5.193656
1162,12.118161
1163,8.652797
1164,8.377348
1165,10.431166
1166,21.51233
1167,6.0851088
1168,11.611064
1169,4.7629294
1170,4.369251
1171,8.800646
1172,11.672143
1173,14.601085
1174,9.667672
1175,8.551279
1176,4.904372
1177,9.772238
1178,8.76435
1179,11.977377
1180,4.978388
1181,5.756712
1182,6.1528845
1183,14.717203
1184,7.4732704
1185,11.940858
1186,11.727248
1187,10.476012
1188,19.008759
1189,24.072872
1190,12.726295
1191,9.981313
1192,5.701181
1193,3.8918552
1194,15.491269
1195,13.7516775
1196,8.952968
1197,12.239828
1198,7.0569477
1199,14.070698
1200,4.945403
1201,4.8854885
1202,4.729745
1203,23.083103
1204,11.900258
1205,10.773358
1206,17.827732
1207,9.440696
1208,13.173721
1209,11.917374
1210,12.73499
1211,6.2594814
1212,9.293169
1213,10.374981
1214,6.3933873
1215,8.227601
1216,18.29413
1217,9.400006
1218,8.570417
1219,9.265698
1220,8.178358
1221,12.862097
1222,12.945857
1223,15.974086
1224,4.107991
1225,4.460077
1226,10.963782
1227,2.2283921
1228,15.706431
1229,12.142602
1230,12.568011
1231,12.838957
1232,17.813217
1233,3.6073458
1234,10.624497
1235,4.764268
1236,14.251401
1237,5.2431135
1238,7.9409914
1239,8.885103
1240,13.98578
1241,9.19388
1242,11.254603
1243,6.379979
1244,8.013604
1245,5.5964985
1246,12.992765
1247,12.964698
1248,7.857649
1249,7.990634
1250,10.944419
1251,6.947567
1252,8.009001
1253,7.1004524
1254,11.692601
1255,9.035205
1256,3.9939525
1257,8.926717
1258,11.708587
1259,15.071547
1260,11.775352
1261,14.274643
1262,17.742054
1263,10.133793
1264,3.2112808
1265,16.833866
1266,14.739526
1267,11.078123
1268,4.2834387
1269,5.3233485
1270,7.8542986
1271,9.241117
1272,12.744266
1273,8.101105
1274,8.575211
1275,15.89487
1276,9.634522
1277,6.708171
1278,14.161397
1279,9.546922
1280,4.2080803
1281,11.514913
1282,6.44328
1283,15.242379
1284,6.641142
1285,8.815921
1286,15.104232
1287,14.069659
1288,12.034966
1289,3.682135
1290,8.307626
1291,9.230162
1292,12.841998
1293,3.8802283
1294,14.124327
1295,8.480546
1296,15.179873
1297,12.7510605
1298,11.458956
1299,13.520161
1300,18.229553
1301,10.850459
1302,7.9636827
1303,7.2283506
1304,10.326373
1305,8.081997
1306,8.972386
1307,6.520378
1308,10.636818
1309,10.141931
1310,10.022611
1311,8.963408
1312,8.151234
1313,3.794678
1314,8.413357
1315,12.593716
1316,12.292621
1317,7.2128067
1318,3.5237043
1319,15.194972
1320,6.066454
1321,4.4063854
1322,10.206205
1323,13.715148
1324,4.8778267
1325,4.2117996
1326,11.738286
1327,3.9919856
1328,12.726929
1329,10.798034
1330,5.161565
1331,8.342537
1332,11.575078
1333,4.3970695
1334,10.930985
1335,18.955383
1336,4.2776356
1337,9.796458
1338,4.465435
1339,12.414924
1340,7.5991545
1341,3.6550827
1342,10.193319
1343,3.951232
1344,8.838811
1345,3.0275722
1346,6.954483
1347,9.139831
1348,9.414396
1349,16.28991
1350,12.056459
1351,7.7692976
1352,14.163634
1353,11.407255
1354,7.580866
1355,6.8201346
1356,7.200674
1357,16.155304
1358,3.9158583
1359,13.018628
1360,3.3190784
1361,4.1368513
1362,16.675451
1363,11.061894
1364,4.8332644
1365,16.019018
1366,10.624041
1367,5.104282
1368,6.442051
1369,5.8777046
1370,10.930078
1371,10.472305
1372,13.401423
1373,11.413903
1374,9.676074
1375,8.9287
1376,10.233026
1377,11.963849
1378,9.182546
1379,8.260034
1380,5.647086
1381,9.675542
1382,16.1541
1383,11.899844
1384,5.4228888
1385,7.191103
1386,11.21114
1387,14.998858
1388,7.8782945
1389,13.285938
1390,8.525023
1391,18.363132
1392,15.948475
1393,15.955178
1394,10.274907
1395,9.518763
1396,14.417277
1397,14.440938
1398,8.32152
1399,17.639072
1400,4.6962786
1401,4.26398
1402,8.202733
1403,12.535966
1404,13.386405
1405,9.11534
1406,16.904667
1407,9.563175
1408,11.496428
1409,15.51074
1410,17.100758
1411,9.881455
1412,4.927838
1413,6.6657534
1414,2.7416096
1415,9.613623
1416,13.273148
1417,20.118332
1418,3.2111802
1419,13.404225
1420,9.155461
1421,10.065165
1422,15.171831
1423,9.089566
1424,7.618752
1425,5.522636
1426,10.086581
1427,13.988412
1428,6.925702
1429,11.342432
1430,8.948447
1431,10.751744
1432,8.800434
1433,17.092031
1434,12.761489
1435,8.197295
1436,8.429015
1437,9.6111765
1438,17.589184
1439,8.35136
1440,12.225251
1441,12.993558
1442,3.9114723
1443,9.161416
1444,9.268455
1445,15.044466
1446,3.6659513
1447,3.7453547
1448,13.40758
1449,9.873475
1450,16.239267
1451,9.354337
1452,3.4874928
1453,5.1265907
1454,9.695869
1455,6.5218945
1456,8.884513
1457,12.151689
1458,16.360062
1459,5.477854
1460,9.682698
1461,2.7560434
1462,5.130513
1463,13.1537285
1464,19.48487
1465,10.7774515
1466,9.255681
1467,10.886504
1468,19.097221
1469,10.478101
1470,9.334207
1471,12.027717
1472,10.471937
1473,7.156106
1474,4.7553415
1475,2.719216
1476,13.959348
1477,11.122348
1478,13.370027
1479,4.137614
1480,12.985967
1481,4.6777215
1482,11.700787
1483,8.579355
1484,9.695964
1485,13.414643
1486,9.731397
1487,5.024018
1488,10.080333
1489,2.6085243
1490,13.58851
1491,7.009697
1492,11.355778
1493,9.803718
1494,5.2453012
1495,14.203675
1496,13.121653
1497,9.284715
1498,14.460891
1499,13.371331
1500,6.99111
1501,6.309749
1502,13.488151
1503,5.8962345
1504,15.199612
1505,12.72444
1506,9.389394
1507,12.671079
1508,8.712752
1509,8.115249
1510,3.8313358
1511,18.324417
1512,18.506504
1513,8.560588
1514,5.2694883
1515,9.065234
1516,9.0313225
1517,13.436929
1518,7.604304
1519,5.1730886
1520,11.177197
1521,8.79618
1522,13.619111
1523,7.393181
1524,8.0660095
1525,7.637151
1526,17.974915
1527,11.736535
1528,14.640788
1529,12.608415
1530,9.772948
1531,11.643152
1532,3.5252469
1533,11.1179085
1534,8.307576
1535,7.515488
1536,12.033378
1537,13.324608
1538,10.795538
1539,4.970066
1540,4.162987
1541,12.328118
1542,9.689138
1543,11.510098
1544,10.371612
1545,12.753727
1546,19.726665
1547,8.304973
1548,10.6963415
1549,13.262697
1550,10.09641
1551,9.043988
1552,3.8692296
1553,6.6263704
1554,9.097003
1555,5.331085
1556,14.028916
1557,12.361007
1558,11.5849695
1559,4.5022416
1560,4.4257226
1561,9.409194
1562,5.963044
1563,16.218409
1564,9.797754
1565,7.099513
1566,12.7237835
1567,10.184943
1568,14.684144
1569,7.633725
1570,11.152223
1571,18.073772
1572,11.421374
1573,8.514145
1574,14.112546
1575,22.042969
1576,11.085392
1577,4.3159685
1578,6.703426
1579,18.529503
1580,8.638481
1581,16.021017
1582,9.165046
1583,14.794462
1584,9.603658
1585,3.9271
1586,15.951398
1587,10.059094
1588,9.2253275
1589,9.854846
1590,4.5241523
1591,8.146663
1592,4.714541
1593,9.429529
1594,8.44263
1595,12.204816
1596,4.7080717
1597,11.806537
1598,6.4901886
1599,14.785224
1600,8.416732
1601,9.370215
1602,17.140268
1603,15.303979
1604,6.39217
1605,7.7301264
1606,9.119232
1607,9.795136
1608,8.940686
1609,7.688319
1610,11.2053175
1611,13.25399
1612,4.4937
1613,16.944899
1614,12.344342
1615,12.965148
1616,6.3983045
1617,4.9474783
1618,9.267808
1619,4.3349633
1620,15.94958
1621,11.989005
1622,9.215008
1623,11.345395
1624,13.176034
1625,9.963365
1626,8.090179
1627,4.1484065
1628,14.729682
1629,20.61665
1630,8.953927
1631,7.554311
1632,9.177138
1633,11.546809
1634,7.008605
1635,12.0564165
1636,9.248902
1637,3.4321635
1638,10.219459
1639,6.904235
1640,11.982642
1641,12.471602
1642,6.912435
1643,16.908583
1644,16.643335
1645,3.1191144
1646,4.8489065
1647,5.9425983
1648,11.281792
1649,8.66062
1650,5.4609
1651,8.593695
1652,17.937115
1653,8.578702
1654,19.071651
1655,5.547616
1656,9.875725
1657,7.5709476
1658,6.6746693
1659,6.8543158
1660,13.44712
1661,5.5061817
1662,8.975986
1663,17.347609
1664,7.540558
1665,7.527394
1666,16.538036
1667,10.251709
1668,5.240201
1669,6.854192
1670,6.302497
1671,11.861016
1672,11.639721
1673,15.657891
1674,6.351865
1675,13.154674
1676,14.014335
1677,3.5643938
1678,3.905334
1679,11.553612
1680,16.898794
1681,18.299183
1682,7.4640484
1683,17.067383
1684,4.922531
1685,4.2780395
1686,16.807955
1687,9.968179
1688,8.846332
1689,8.258953
1690,4.893599
1691,11.249007
1692,9.374605
1693,10.163368
1694,7.9803143
1695,7.981523
1696,3.931556
1697,8.595674
1698,8.591093
1699,12.591418
1700,11.025208
1701,9.956552
1702,5.5635266
1703,9.600905
1704,13.4334
1705,10.133994
1706,13.261277
1707,7.6492825
1708,13.385352
1709,4.7041597
1710,9.987315
1711,15.2579565
1712,8.815738
1713,10.93793
1714,8.328671
1715,7.9386396
1716,9.169175
1717,10.778489
1718,8.69381
1719,13.986021
1720,9.631178
1721,6.6972866
1722,4.408209
1723,4.183046
1724,4.225069
1725,14.281019
1726,16.470667
1727,9.457068
1728,8.437262
1729,6.4927115
1730,7.0417323
1731,12.889659
1732,9.66172
1733,9.035932
1734,4.438391
1735,7.8504167
1736,13.710615
1737,9.076282
1738,15.479567
1739,9.459586
1740,11.914396
1741,10.917724
1742,4.604113
1743,6.520622
1744,11.654951
1745,2.5596275
1746,3.0728385
1747,10.707232
1748,8.989635
1749,9.145297
1750,12.450477
1751,5.2551665
1752,7.107093
1753,19.858088
1754,8.038443
1755,14.757565
1756,12.958227
1757,3.3223355
1758,4.736022
1759,8.6315565
1760,18.303019
1761,4.301995
1762,10.546758
1763,4.1036806
1764,9.804208
1765,12.832247
1766,6.318369
1767,7.0787954
1768,9.759528
1769,14.493844
1770,14.271684
1771,9.332282
1772,8.707
1773,7.295051
1774,10.496241
1775,15.458949
1776,7.2560825
1777,4.7113957
1778,9.939637
1779,8.331124
1780,13.630291
1781,11.419898
1782,8.700223
1783,11.302941
1784,14.4516115
1785,4.2059407
1786,10.273225
1787,8.616398
1788,16.371132
1789,5.333391
1790,5.6331296
1791,3.5634463
1792,12.365358
1793,8.909189
1794,10.568039
1795,14.778839
1796,11.461255
1797,14.447146
1798,8.858016
1799,11.876359
1800,9.355753
1801,5.2677813
1802,7.8955946
1803,6.180805
1804,5.3308554
1805,8.819718
1806,10.310785
1807,8.93055
1808,12.597787
1809,9.078869
1810,8.135089
1811,6.178397
1812,3.4919062
1813,10.757628
1814,14.701336
1815,18.505497
1816,13.702163
1817,5.501562
1818,9.872895
1819,11.581979
1820,10.670228
1821,16.025925
1822,16.514168
1823,9.094661
1824,10.086302
1825,8.665729
