,best_NN_score_alpha2
381,12.367632
382,5.691127
383,21.563046
384,11.298738
385,14.776161
386,21.575853
387,7.6640043
388,7.5170054
389,14.777262
390,9.720701
391,16.493698
392,15.786501
393,13.512513
394,11.241434
395,16.230059
396,14.624721
397,19.14298
398,13.984329
399,15.66445
400,14.334308
401,12.7746315
402,17.410625
403,12.113779
404,5.643946
405,11.16415
406,5.326245
407,13.207939
408,10.558792
409,8.879838
410,10.931921
411,13.158342
412,7.520237
413,20.862867
414,8.276055
415,12.63606
416,14.087289
417,11.32182
418,17.529577
419,19.798561
420,12.949332
421,13.337532
422,4.2358313
423,16.091513
424,13.539858
425,14.626002
426,14.546587
427,13.481194
428,10.428839
429,15.514006
430,11.251612
431,11.12127
432,6.481753
433,9.423365
434,8.545483
435,8.228799
436,10.451326
437,13.114383
438,16.104727
439,5.7461257
440,20.21809
441,11.617332
442,14.868262
443,13.233311
444,17.196825
445,5.795364
446,15.877724
447,4.6631193
448,15.582117
449,9.175713
450,8.35419
451,11.352949
452,11.437664
453,11.531567
454,12.325607
455,7.0207157
456,13.580555
457,21.989819
458,5.4090366
459,6.519649
460,14.986855
461,14.247074
462,11.346275
463,5.7907596
464,11.971401
465,9.814589
466,8.634813
467,11.83028
468,15.510472
469,10.7671795
470,8.010028
471,18.402906
472,13.37852
473,8.939983
474,11.315985
475,11.417532
476,19.332434
477,5.1450706
478,7.675937
479,15.576238
480,13.421541
481,14.7836075
482,5.1181645
483,12.398289
484,11.533573
485,9.579168
486,11.002392
487,15.921091
488,10.913347
489,14.281451
490,6.4769716
491,16.07497
492,12.923649
493,8.218691
494,7.245685
495,5.657953
496,8.819979
497,22.465612
498,5.513774
499,12.164341
500,13.667597
501,5.296872
502,9.678097
503,4.6900783
504,6.3668675
505,20.605547
506,5.1831207
507,14.121032
508,22.328463
509,17.45126
510,15.633571
511,4.5376678
512,16.782095
513,7.501779
514,6.0523534
515,5.245619
516,9.746281
517,16.144835
518,4.806529
519,12.291246
520,8.850725
521,12.33448
522,12.496431
523,9.207162
524,8.044168
525,14.731853
526,19.591461
527,12.593237
528,6.437577
529,5.6073728
530,17.275072
531,18.584915
532,11.210388
533,5.6407933
534,12.594443
535,12.105932
536,15.076471
537,17.420992
538,11.305322
539,11.000426
540,14.518135
541,11.318144
542,7.3499374
543,11.24172
544,18.14201
545,7.2587028
546,4.6107106
547,4.8964944
548,17.571796
549,11.855329
550,9.858524
551,21.42932
552,19.218048
553,17.985662
554,5.867869
555,6.0495973
556,8.410609
557,22.952095
558,14.237324
559,13.171273
560,4.5278854
561,5.2061324
562,9.569946
563,13.188789
564,5.7386107
565,9.443178
566,10.814798
567,11.958059
568,18.982813
569,19.533667
570,14.873588
571,9.048736
572,17.092411
573,16.357475
574,19.964294
575,6.6579566
576,13.00989
577,6.6889124
578,15.245717
579,22.308975
580,9.044937
581,10.772203
582,14.3914795
583,15.760335
584,14.87339
585,20.64797
586,10.78807
587,5.81885
588,4.9938345
589,8.622293
590,15.222767
591,5.0251718
592,11.045495
593,12.358732
594,13.211999
595,11.895672
596,13.242847
597,21.743078
598,22.00731
599,17.103998
600,20.547136
601,4.5385656
602,21.03744
603,19.60583
604,13.409934
605,29.732119
606,10.80374
607,5.553105
608,5.9277673
609,8.734514
610,18.982
611,13.183125
612,7.0984015
613,8.905249
614,7.2880826
615,6.4851108
616,17.777395
617,9.647335
618,17.059374
619,12.256757
620,6.1630206
621,8.552395
622,15.71686
623,15.299995
624,9.265762
625,17.903658
626,19.506853
627,6.5780654
628,20.521738
629,11.025206
630,12.760369
631,12.809349
632,11.756502
633,6.9296513
634,8.909989
635,12.046972
636,15.045189
637,10.49493
638,16.918962
639,14.176554
640,25.730938
641,8.554483
642,7.26481
643,12.985778
644,9.457563
645,14.942871
646,9.656533
647,20.142668
648,12.467461
649,14.353842
650,11.1497135
651,20.189821
652,19.957376
653,10.351293
654,15.526934
655,15.43123
656,16.399294
657,18.826368
658,12.431925
659,11.110913
660,12.254074
661,19.40056
662,13.65514
663,13.070261
664,11.385731
665,6.5212603
666,12.969669
667,15.624299
668,5.984428
669,14.853904
670,13.200897
671,19.97989
672,12.916537
673,7.363498
674,18.652422
675,4.7647305
676,11.697941
677,12.793271
678,8.197081
679,11.305667
680,18.904367
681,15.154924
682,8.814919
683,7.6423016
684,10.45347
685,18.706676
686,13.043167
687,11.609234
688,17.83195
689,18.208714
690,18.093857
691,11.697866
692,10.361355
693,9.463931
694,16.604715
695,12.113674
696,3.4529514
697,8.969306
698,15.923269
699,28.75477
700,18.407652
701,16.271128
702,14.641022
703,5.1398973
704,5.716334
705,11.983286
706,10.9152565
707,12.4290285
708,7.696837
709,10.122977
710,9.70417
711,11.664919
712,8.012775
713,12.322459
714,10.631742
715,18.06901
716,10.814455
717,13.183861
718,15.520458
719,12.930673
720,6.1588426
721,8.3916445
722,9.169757
723,15.706608
724,11.827978
725,10.296531
726,8.325409
727,15.427339
728,13.362648
729,10.167613
730,4.4406443
731,9.882277
732,11.644543
733,4.077311
734,21.5585
735,17.983173
736,15.492462
737,12.317807
738,6.3174434
739,11.826459
740,8.149342
741,16.87878
742,12.332199
743,21.566427
744,8.1635275
745,7.3412375
746,7.552797
747,19.111696
748,11.084143
749,5.896975
750,18.185009
751,8.760797
752,10.056679
753,16.089323
754,21.565819
755,9.110128
756,6.562198
757,5.316947
758,16.111935
759,17.742771
760,15.830648
761,10.401325
762,30.546066
763,7.448409
764,9.419704
765,11.841158
766,5.948958
767,19.672592
768,11.670421
769,7.7597256
770,19.797056
771,12.457479
772,16.129473
773,17.648264
774,7.2128897
775,11.228056
776,13.704456
777,3.5461082
778,24.221033
779,5.232724
780,11.8820505
781,15.920623
782,23.70267
783,11.551222
784,12.684932
785,4.493055
786,18.939308
787,9.3641615
788,11.012349
789,10.995844
790,16.81777
791,14.975643
792,20.359394
793,20.824083
794,5.528371
795,11.243379
796,6.0441575
797,19.048397
798,7.344673
799,12.567101
800,5.303357
801,10.413876
802,13.224306
803,10.415525
804,6.3314023
805,10.0953045
806,10.931388
807,12.588498
808,11.983081
809,9.989357
810,6.0004263
811,9.804945
812,8.969771
813,18.497551
814,20.621107
815,9.604942
816,8.587032
817,8.587296
818,10.992271
819,20.157972
820,20.985994
821,8.301812
822,23.49196
823,14.131316
824,6.9537053
825,12.054113
826,11.073013
827,15.871826
828,13.624796
829,5.1271515
830,4.568987
831,7.7404685
832,5.51206
833,11.45424
834,13.5795765
835,13.460031
836,17.134317
837,17.634382
838,12.424747
839,5.0936007
840,12.979935
841,13.349739
842,10.512026
843,17.07053
844,12.480469
845,12.811352
846,14.523831
847,13.197643
848,15.5931425
849,4.6336293
850,27.169645
851,11.466687
852,12.054457
853,16.049994
854,16.38133
855,7.275821
856,4.2348785
857,31.443953
858,15.281484
859,6.7707143
860,11.869209
861,13.933487
862,9.926459
863,4.5126963
864,20.789526
865,6.173573
866,10.632685
867,17.112074
868,12.498341
869,11.440729
870,21.431433
871,5.151904
872,14.089521
873,8.649829
874,16.272621
875,12.601976
876,18.073238
877,11.377283
878,5.5784364
879,5.2841315
880,11.37867
881,6.4595737
882,8.774757
883,12.991768
884,22.333862
885,4.974239
886,11.702016
887,14.733308
888,15.290823
889,17.996382
890,15.332521
891,15.018732
892,17.65485
893,16.052084
894,10.93583
895,20.764532
896,5.581548
897,13.5323715
898,22.648577
899,9.917986
900,13.716488
901,12.96379
902,11.404705
903,14.959238
904,15.3048115
905,4.8766203
906,17.341188
907,21.0998
908,31.585257
909,9.940872
910,4.897108
911,8.390241
912,17.481373
913,15.033456
914,17.809591
915,5.518436
916,9.112781
917,9.467276
918,7.9232173
919,7.9476075
920,20.425014
921,17.233849
922,21.821169
923,7.7200093
924,17.246813
925,18.638136
926,10.714422
927,15.347691
928,4.531473
929,9.813347
930,27.860659
931,11.097593
932,15.1210985
933,14.105809
934,12.399912
935,9.763332
936,10.384015
937,16.160393
938,25.46388
939,22.01467
940,10.428566
941,13.511794
942,5.9915104
943,12.956681
944,19.409664
945,17.56609
946,4.9267006
947,13.186903
948,11.116424
949,17.569921
950,13.973255
951,4.734778
952,12.831154
953,16.612122
954,8.822468
955,6.6365037
956,14.5342245
957,15.677404
958,5.513103
959,6.446227
960,5.843752
961,12.950399
962,14.024761
963,12.805091
964,6.2227063
965,11.684073
966,20.327316
967,5.257834
968,11.481183
969,12.276945
970,13.852236
971,14.01736
972,11.632212
973,11.980187
974,8.45912
975,9.508796
976,18.131111
977,13.4809265
978,12.953186
979,16.49539
980,16.48045
981,5.4288993
982,13.009441
983,4.740851
984,12.8767605
985,10.281586
986,12.688209
987,13.19104
988,6.776137
989,11.694893
990,5.167359
991,8.9446535
992,12.482389
993,17.309202
994,5.191896
995,10.149464
996,4.403553
997,10.251661
998,12.480159
999,8.71357
1000,9.007963
1001,18.914412
1002,14.39517
1003,4.3241577
1004,5.2687535
1005,9.925687
1006,7.2840085
1007,17.089874
1008,13.347908
1009,6.88185
1010,13.12505
1011,17.61463
1012,10.461153
1013,7.356298
1014,4.953439
1015,8.30345
1016,9.825089
1017,22.293985
1018,5.8936515
1019,13.19944
1020,5.7147336
1021,13.667588
1022,12.975274
1023,16.894903
1024,15.105869
1025,9.718277
1026,4.9234796
1027,21.21096
1028,18.733675
1029,14.973395
1030,17.45319
1031,11.8954
1032,6.7305536
1033,6.131673
1034,11.346456
1035,17.122374
1036,12.93595
1037,5.460401
1038,8.466051
1039,10.93861
1040,7.380623
1041,16.856943
1042,9.902117
1043,18.134655
1044,15.337996
1045,9.766962
1046,12.111858
1047,5.70935
1048,10.267526
1049,15.153179
1050,9.335295
1051,13.173423
1052,20.684628
1053,11.388912
1054,13.470674
1055,9.7331085
1056,9.89936
1057,14.83504
1058,5.871183
1059,7.2532163
1060,13.5968895
1061,8.833651
1062,10.958088
1063,11.582722
1064,4.9303536
1065,11.985668
1066,15.686572
1067,6.3538775
1068,9.775599
1069,20.506048
1070,10.770876
1071,10.133818
1072,11.58232
1073,6.1546607
1074,10.790431
1075,7.627044
1076,16.445704
1077,10.47434
1078,6.394637
1079,15.359102
1080,12.05555
1081,11.05215
1082,10.061476
1083,4.574896
1084,24.558895
1085,12.728844
1086,5.1333055
1087,17.003475
1088,7.9580064
1089,12.203355
1090,15.878469
1091,4.7891226
1092,10.472716
1093,4.92746
1094,11.640632
1095,4.7784915
1096,15.727739
1097,10.3783245
1098,24.031313
1099,4.0832872
1100,14.374591
1101,12.447899
1102,21.272497
1103,11.47937
1104,11.092831
1105,9.26196
1106,6.0585036
1107,6.033552
1108,17.272573
1109,13.0008545
1110,7.9236016
1111,5.536096
1112,9.569497
1113,11.349144
1114,15.040864
1115,9.469701
1116,19.54515
1117,12.926277
1118,20.63186
1119,9.665502
1120,11.319143
1121,13.428215
1122,21.896055
1123,9.375108
1124,6.5395417
1125,11.881031
1126,15.257045
1127,6.9927382
1128,6.683508
1129,13.203621
1130,11.346235
1131,8.707283
1132,10.479126
1133,5.659979
1134,17.941519
1135,18.638926
1136,10.370236
1137,13.09337
1138,13.19706
1139,5.5102553
1140,10.962389
1141,12.396282
1142,13.82836
1143,3.8417158
1144,14.00469
1145,12.773655
1146,7.163206
1147,13.307011
1148,11.500378
1149,4.9178805
1150,12.870531
1151,14.785002
1152,5.5594125
1153,6.0259953
1154,21.072721
1155,14.462589
1156,22.487257
1157,14.826259
1158,7.1144714
1159,4.909376
1160,9.34092
1161,6.0345826
1162,13.820343
1163,11.00866
1164,11.234131
1165,12.968996
1166,24.239477
1167,7.684325
1168,13.7821045
1169,5.8962884
1170,5.4893756
1171,11.992435
1172,14.173222
1173,17.755304
1174,13.238182
1175,10.369401
1176,5.9618144
1177,11.234997
1178,10.710182
1179,15.180283
1180,6.3314495
1181,7.078604
1182,6.638848
1183,17.801018
1184,9.222366
1185,14.525086
1186,14.590784
1187,12.200588
1188,22.35584
1189,26.939314
1190,17.835493
1191,12.962114
1192,7.824447
1193,5.3154902
1194,17.564745
1195,17.405046
1196,10.71751
1197,15.933052
1198,10.07818
1199,16.187115
1200,5.887835
1201,5.819159
1202,6.2202396
1203,25.642263
1204,16.36269
1205,12.86651
1206,19.942423
1207,11.450418
1208,18.06322
1209,14.447628
1210,14.659396
1211,7.483333
1212,11.029215
1213,13.346819
1214,7.7065578
1215,10.540838
1216,22.419674
1217,11.296542
1218,10.575745
1219,10.644955
1220,10.628587
1221,16.829548
1222,15.826355
1223,20.5914
1224,5.1128445
1225,5.277716
1226,15.649687
1227,4.081857
1228,17.38329
1229,14.273842
1230,14.108208
1231,14.854607
1232,21.577806
1233,4.514283
1234,15.134464
1235,5.9100285
1236,15.42081
1237,7.022013
1238,9.842815
1239,11.98387
1240,15.97381
1241,11.23462
1242,13.109282
1243,7.9258018
1244,9.926691
1245,6.6814
1246,14.206812
1247,13.934379
1248,12.0234995
1249,9.05315
1250,12.782462
1251,8.180263
1252,10.149499
1253,9.200705
1254,13.401856
1255,11.366621
1256,4.9444747
1257,10.671621
1258,14.33114
1259,19.425932
1260,14.811167
1261,17.387774
1262,22.76135
1263,11.518246
1264,4.5142846
1265,20.159979
1266,19.536077
1267,15.25684
1268,5.475885
1269,6.4307303
1270,9.869487
1271,11.0979
1272,14.1217165
1273,9.247309
1274,10.841858
1275,18.650448
1276,12.139675
1277,7.415424
1278,14.133807
1279,11.565741
1280,5.6390057
1281,13.49462
1282,8.782352
1283,19.335163
1284,7.91808
1285,10.669761
1286,18.098032
1287,16.677628
1288,13.734024
1289,4.9267645
1290,10.62512
1291,11.854075
1292,14.855785
1293,4.77861
1294,15.43673
1295,10.177076
1296,19.191366
1297,14.59731
1298,13.257903
1299,14.744297
1300,22.610638
1301,15.605066
1302,9.537352
1303,8.1960535
1304,13.313511
1305,9.7908325
1306,10.759754
1307,8.660469
1308,14.076103
1309,11.487574
1310,12.566652
1311,11.569281
1312,10.574896
1313,4.85646
1314,10.759834
1315,15.356436
1316,16.203022
1317,9.196283
1318,4.928255
1319,17.639702
1320,7.9761105
1321,5.9919486
1322,13.098628
1323,15.436904
1324,5.7439423
1325,4.8704724
1326,14.444216
1327,5.35745
1328,16.281643
1329,12.368801
1330,5.7999525
1331,10.609598
1332,13.078502
1333,5.2704744
1334,12.923325
1335,22.849573
1336,5.293765
1337,12.7125435
1338,5.4860854
1339,14.043776
1340,9.989141
1341,4.759495
1342,15.479112
1343,4.9754586
1344,10.762871
1345,4.1288867
1346,10.350295
1347,11.7170925
1348,11.198729
1349,20.552498
1350,15.125517
1351,10.489582
1352,19.314426
1353,13.215183
1354,9.111952
1355,7.591577
1356,8.425722
1357,20.042229
1358,5.250381
1359,15.365895
1360,4.3487997
1361,5.0032687
1362,19.636518
1363,16.860758
1364,5.934214
1365,17.416212
1366,12.393431
1367,6.0290165
1368,7.786531
1369,7.502642
1370,15.288597
1371,12.213129
1372,16.858656
1373,15.249457
1374,11.103039
1375,11.751215
1376,12.332402
1377,15.329638
1378,11.120493
1379,10.168573
1380,6.580628
1381,12.606651
1382,16.806078
1383,14.084133
1384,6.467921
1385,9.273949
1386,12.679174
1387,17.570791
1388,9.706029
1389,18.161093
1390,12.041593
1391,19.352324
1392,17.707975
1393,18.72768
1394,12.869402
1395,10.562114
1396,16.401323
1397,17.673182
1398,10.587898
1399,21.57024
1400,5.3886027
1401,5.599176
1402,10.986392
1403,13.279381
1404,18.147942
1405,15.617669
1406,20.149963
1407,12.473815
1408,13.170935
1409,18.734072
1410,20.639874
1411,13.405059
1412,5.7421856
1413,9.144911
1414,3.7111115
1415,11.194311
1416,16.106825
1417,22.773685
1418,4.1612206
1419,16.308676
1420,11.427983
1421,13.029801
1422,17.409822
1423,10.205835
1424,9.628056
1425,6.720675
1426,12.24158
1427,15.495933
1428,8.04434
1429,13.577563
1430,12.706657
1431,12.193935
1432,12.113217
1433,20.372808
1434,14.195714
1435,8.531582
1436,12.629637
1437,12.659613
1438,20.996197
1439,10.466499
1440,14.130873
1441,15.835178
1442,5.3143926
1443,11.235244
1444,11.543453
1445,17.933186
1446,4.599014
1447,4.890056
1448,18.918125
1449,12.131177
1450,19.551401
1451,12.127981
1452,4.4438095
1453,6.835654
1454,12.31473
1455,7.4415526
1456,11.832675
1457,13.5297985
1458,20.519468
1459,6.6506667
1460,12.960236
1461,4.2034554
1462,5.9559426
1463,15.392658
1464,23.386494
1465,12.596028
1466,10.91598
1467,12.73087
1468,21.262442
1469,15.365255
1470,11.253477
1471,13.889839
1472,13.266005
1473,8.380357
1474,6.050953
1475,3.6143222
1476,18.536192
1477,13.363743
1478,16.9131
1479,4.9476404
1480,15.455011
1481,5.7021403
1482,13.605574
1483,10.303769
1484,12.925072
1485,16.200724
1486,11.903134
1487,6.058887
1488,11.293001
1489,3.5734782
1490,14.947785
1491,9.11209
1492,13.892521
1493,12.044283
1494,5.900051
1495,16.214615
1496,15.878822
1497,11.404703
1498,19.211725
1499,17.360073
1500,9.195096
1501,8.205514
1502,15.411599
1503,6.9834886
1504,18.41806
1505,14.419969
1506,12.833136
1507,14.721706
1508,10.829843
1509,9.974203
1510,5.4420753
1511,26.795778
1512,21.676903
1513,9.826512
1514,6.635318
1515,12.789125
1516,11.5517845
1517,17.330164
1518,9.468335
1519,6.029922
1520,13.132203
1521,11.376238
1522,15.458117
1523,8.824593
1524,10.192489
1525,10.587509
1526,21.589266
1527,13.056677
1528,18.764793
1529,14.25972
1530,12.425859
1531,16.662544
1532,4.4413238
1533,13.256825
1534,10.538026
1535,9.227191
1536,14.0884075
1537,14.546827
1538,12.584101
1539,6.3719063
1540,4.737025
1541,14.96899
1542,11.814371
1543,13.33242
1544,14.031328
1545,14.381653
1546,24.862589
1547,10.816712
1548,15.86969
1549,16.892782
1550,12.192721
1551,11.574921
1552,4.9385304
1553,8.22103
1554,11.503239
1555,6.391254
1556,15.391528
1557,17.313244
1558,14.568926
1559,5.2875323
1560,5.810332
1561,12.383732
1562,6.940274
1563,21.033491
1564,12.529985
1565,9.052223
1566,14.869843
1567,13.998232
1568,19.207232
1569,12.479658
1570,13.875599
1571,21.753899
1572,13.179985
1573,10.729012
1574,17.300085
1575,25.533443
1576,14.567008
1577,5.2484603
1578,7.439108
1579,22.786118
1580,10.892912
1581,18.165918
1582,11.59391
1583,17.82546
1584,11.877786
1585,4.857132
1586,18.180384
1587,12.571369
1588,11.70689
1589,12.520544
1590,5.387885
1591,10.583452
1592,5.9202137
1593,13.146476
1594,10.685032
1595,15.051605
1596,5.6762943
1597,13.714771
1598,7.168637
1599,17.190088
1600,10.66293
1601,11.663519
1602,18.55668
1603,17.851486
1604,8.10097
1605,9.527494
1606,11.827934
1607,11.461559
1608,11.237986
1609,8.97295
1610,14.687983
1611,16.024612
1612,5.6978116
1613,20.661528
1614,17.114473
1615,17.628813
1616,8.276889
1617,6.566689
1618,11.454749
1619,5.3570952
1620,18.38674
1621,13.727908
1622,11.326891
1623,14.630396
1624,14.546111
1625,14.465514
1626,10.187624
1627,5.754793
1628,18.417173
1629,24.83996
1630,10.696718
1631,9.043998
1632,12.162607
1633,13.049913
1634,8.322609
1635,15.882423
1636,13.013295
1637,4.3848968
1638,13.007964
1639,9.183493
1640,14.33564
1641,16.002089
1642,8.32021
1643,19.699148
1644,19.09828
1645,3.967782
1646,6.0018897
1647,7.059856
1648,14.938131
1649,11.065268
1650,6.4338303
1651,10.595376
1652,21.216518
1653,11.619497
1654,24.952017
1655,6.146695
1656,12.305729
1657,8.214562
1658,7.4462943
1659,7.9401364
1660,15.197144
1661,6.6156
1662,12.195152
1663,18.907324
1664,9.252163
1665,9.284793
1666,20.526384
1667,12.587457
1668,6.468978
1669,8.300374
1670,7.699184
1671,13.875361
1672,13.014088
1673,19.240057
1674,6.8853946
1675,16.339252
1676,15.060669
1677,4.6528206
1678,4.934362
1679,14.038025
1680,20.556665
1681,22.36154
1682,10.8557205
1683,18.702251
1684,5.5970736
1685,5.2137995
1686,20.176107
1687,12.554664
1688,15.367568
1689,9.932917
1690,5.777658
1691,12.367953
1692,11.971594
1693,12.750481
1694,10.196472
1695,10.613968
1696,4.9985614
1697,11.05661
1698,9.979544
1699,17.83166
1700,13.294956
1701,11.155235
1702,6.644359
1703,11.153368
1704,16.421036
1705,11.942741
1706,17.688684
1707,9.824045
1708,17.400723
1709,5.7991414
1710,12.965309
1711,20.025377
1712,11.412312
1713,13.807117
1714,10.535423
1715,9.675735
1716,12.151186
1717,12.891628
1718,10.855736
1719,16.351332
1720,12.744533
1721,8.165149
1722,6.224487
1723,5.210918
1724,5.2050314
1725,17.15874
1726,19.780201
1727,11.669892
1728,11.497608
1729,8.302924
1730,9.258426
1731,15.137417
1732,11.525557
1733,10.941078
1734,5.583381
1735,11.003831
1736,18.001936
1737,11.874043
1738,19.271685
1739,11.899237
1740,15.498977
1741,13.6590395
1742,5.4526596
1743,7.9665146
1744,13.91926
1745,3.4871793
1746,3.8512821
1747,12.775694
1748,11.444979
1749,12.435905
1750,13.959535
1751,6.1891017
1752,8.168665
1753,23.555355
1754,10.19519
1755,18.13046
1756,17.309996
1757,4.3687816
1758,5.7657695
1759,11.789729
1760,21.653223
1761,5.245367
1762,12.861266
1763,5.149114
1764,11.878485
1765,15.111519
1766,7.3482614
1767,8.072193
1768,12.344467
1769,15.871742
1770,16.78758
1771,12.859617
1772,10.881187
1773,8.46302
1774,12.371143
1775,18.950779
1776,7.7371144
1777,5.596699
1778,12.975732
1779,10.201648
1780,19.564186
1781,14.246681
1782,10.167339
1783,13.187613
1784,16.590326
1785,5.9875493
1786,11.872
1787,10.7978115
1788,20.666374
1789,7.1329284
1790,7.0163026
1791,4.517816
1792,14.726102
1793,11.240708
1794,12.546367
1795,18.813917
1796,13.91847
1797,19.142893
1798,10.827372
1799,13.553543
1800,11.929979
1801,7.6256967
1802,9.791374
1803,7.2185063
1804,6.8489804
1805,11.614115
1806,13.711726
1807,10.939838
1808,16.642317
1809,11.943443
1810,10.145351
1811,8.8977165
1812,4.851465
1813,13.593067
1814,16.869764
1815,24.329803
1816,14.938478
1817,7.13157
1818,11.953461
1819,14.704678
1820,12.45997
1821,20.81965
1822,18.566002
1823,10.937004
1824,11.836218
1825,9.81468
1826,12.036524
1827,9.978615
1828,7.716391
1829,3.8553991
1830,11.566505
1831,15.714207
1832,10.099445
1833,15.735664
1834,11.250493
1835,9.230914
1836,8.277909
1837,15.723806
