,best_NN_score_alpha3
442,16.09641
443,14.342674
444,18.694916
445,6.538923
446,18.06744
447,5.4607706
448,18.390388
449,9.930014
450,9.198738
451,11.790823
452,12.485373
453,12.524492
454,13.727346
455,8.606692
456,16.174873
457,24.376408
458,6.2934904
459,7.5817585
460,16.817642
461,15.786024
462,13.06671
463,6.6125126
464,13.832981
465,11.887087
466,10.019827
467,12.662893
468,18.178036
469,12.278022
470,8.48034
471,21.332268
472,15.523037
473,9.943107
474,12.887537
475,12.932064
476,20.817192
477,5.967601
478,9.010685
479,17.503572
480,14.288555
481,16.574402
482,5.8216023
483,13.488462
484,13.21274
485,11.123591
486,12.301201
487,18.059364
488,12.318821
489,15.863192
490,6.8941965
491,18.485386
492,14.871429
493,9.807722
494,8.054531
495,6.1776133
496,10.44188
497,25.495296
498,5.952608
499,13.13927
500,14.717317
501,5.8752127
502,10.908866
503,5.343891
504,7.143716
505,23.33764
506,5.835827
507,17.177494
508,24.769066
509,19.8656
510,17.89083
511,5.231221
512,17.815678
513,9.468689
514,6.735692
515,5.8759985
516,11.270381
517,19.011677
518,5.829734
519,13.568272
520,10.580534
521,13.429497
522,13.515863
523,10.538799
524,9.120287
525,16.584496
526,23.470749
527,14.543736
528,6.7704277
529,6.2386074
530,20.733421
531,21.544422
532,12.735115
533,6.843289
534,13.929565
535,13.438907
536,17.594166
537,21.114803
538,12.8584795
539,12.399321
540,16.571352
541,12.5295105
542,8.9361515
543,12.431226
544,19.919744
545,8.427385
546,5.159416
547,5.829841
548,19.99263
549,13.37638
550,11.940929
551,24.304636
552,21.937153
553,20.48664
554,6.533173
555,6.5939717
556,9.006497
557,26.258587
558,16.466198
559,14.926835
560,5.324909
561,6.2694893
562,10.435166
563,14.874105
564,6.5012903
565,12.503119
566,11.117458
567,13.636707
568,21.756504
569,20.500154
570,16.765228
571,10.6173525
572,19.48676
573,19.561264
574,22.000633
575,7.387945
576,15.064182
577,8.306265
578,17.734533
579,26.301912
580,10.242396
581,12.278592
582,16.451756
583,17.06713
584,17.16809
585,23.085583
586,11.693017
587,6.4188566
588,5.966067
589,9.564537
590,16.363691
591,5.7144647
592,11.769214
593,13.587186
594,15.501101
595,14.093388
596,14.826893
597,24.568268
598,25.249897
599,19.5916
600,23.466913
601,5.3484097
602,24.973015
603,22.348701
604,14.359314
605,32.83678
606,12.135262
607,6.3189054
608,6.3621755
609,9.585243
610,21.177422
611,14.641181
612,9.246863
613,10.050027
614,8.366305
615,7.2855573
616,19.95789
617,11.157957
618,21.0065
619,13.465358
620,6.874872
621,10.545858
622,17.528364
623,16.768082
624,10.555653
625,20.55207
626,22.969954
627,7.439695
628,23.27378
629,11.593537
630,14.198862
631,14.465823
632,13.460829
633,8.158094
634,10.183263
635,14.250982
636,16.132206
637,11.3383045
638,20.381872
639,15.9259205
640,26.734997
641,9.646706
642,8.588347
643,15.11402
644,10.646529
645,15.515315
646,10.162523
647,23.774355
648,13.732052
649,16.764088
650,12.455755
651,23.812325
652,22.22447
653,11.459375
654,17.566044
655,16.944342
656,16.697855
657,20.617887
658,13.832697
659,13.14055
660,14.156195
661,21.768677
662,18.204586
663,14.756934
664,12.633135
665,6.754137
666,14.199519
667,17.431051
668,6.484809
669,16.893375
670,14.505874
671,22.712193
672,14.907543
673,7.8189325
674,19.486362
675,5.3245945
676,13.280705
677,14.787722
678,9.598487
679,13.167543
680,21.316357
681,17.497284
682,9.962677
683,8.379221
684,12.1491165
685,19.797583
686,15.216167
687,12.341036
688,20.021553
689,20.321108
690,21.125385
691,13.145569
692,11.257083
693,10.620884
694,19.06728
695,13.541392
696,4.0409822
697,10.543171
698,18.988443
699,31.254152
700,20.684277
701,18.732697
702,16.268187
703,6.0184593
704,6.4299216
705,13.698992
706,12.184155
707,13.340095
708,8.973351
709,11.32796
710,10.434296
711,12.932127
712,9.132704
713,13.831804
714,11.928363
715,20.33717
716,11.409089
717,14.7930355
718,17.404324
719,15.415779
720,6.670818
721,10.516726
722,10.44408
723,17.874458
724,12.981291
725,11.579205
726,10.000109
727,16.726849
728,14.732704
729,11.139374
730,5.0800924
731,11.080636
732,14.657409
733,4.5841613
734,24.307133
735,20.78506
736,17.240799
737,14.358363
738,7.505435
739,13.170024
740,9.565229
741,20.630451
742,14.255692
743,24.972767
744,9.466577
745,8.192897
746,8.121381
747,22.297726
748,12.739362
749,6.653245
750,20.777122
751,10.359753
752,11.427092
753,22.721737
754,23.742023
755,10.364563
756,6.8153
757,5.871662
758,19.234924
759,20.397915
760,17.960808
761,11.839657
762,37.87197
763,8.669168
764,10.380325
765,12.960211
766,6.5545406
767,23.173203
768,12.81367
769,8.876331
770,22.239098
771,13.066543
772,17.546276
773,21.69622
774,8.811178
775,11.8814
776,15.305996
777,4.193978
778,25.743225
779,6.170088
780,13.061425
781,18.959295
782,26.841938
783,12.867583
784,15.385916
785,5.4809136
786,25.089231
787,10.595715
788,12.529634
789,12.937083
790,18.250313
791,17.195076
792,23.520561
793,23.10456
794,6.1972446
795,12.519632
796,6.961689
797,22.044424
798,7.8650284
799,13.913847
800,5.9539404
801,11.775296
802,15.300963
803,11.513221
804,6.8514214
805,11.594944
806,11.976988
807,14.632724
808,13.36002
809,11.470648
810,6.6830454
811,11.160436
812,12.186908
813,19.755056
814,24.205265
815,10.919327
816,9.853956
817,9.802227
818,12.21205
819,22.544935
820,22.52677
821,9.536833
822,24.071793
823,16.461166
824,7.86145
825,13.360678
826,12.1172905
827,18.265621
828,15.357603
829,5.849555
830,5.1649456
831,9.411755
832,6.399808
833,12.58064
834,15.525452
835,14.785458
836,19.902533
837,22.80587
838,14.0215
839,5.720456
840,14.247605
841,15.480104
842,11.885767
843,19.205042
844,13.241245
845,14.254467
846,15.909994
847,14.611063
848,16.87048
849,5.281562
850,29.165825
851,13.649077
852,13.784075
853,19.240574
854,19.910755
855,8.46929
856,4.703398
857,33.492638
858,16.705345
859,9.00462
860,14.375408
861,12.839533
862,11.239265
863,5.126086
864,23.454208
865,7.2435055
866,11.703035
867,20.07964
868,15.277916
869,12.60145
870,24.556551
871,5.7835464
872,17.965075
873,9.756675
874,18.707283
875,14.16262
876,19.928553
877,11.215848
878,6.2493935
879,6.081807
880,13.335058
881,7.470289
882,10.410437
883,14.30974
884,24.101841
885,5.605733
886,12.695834
887,16.645601
888,17.440182
889,20.156603
890,16.956532
891,18.474121
892,20.40608
893,19.738907
894,11.976273
895,24.312042
896,6.300301
897,15.455619
898,25.169342
899,10.938026
900,16.095053
901,13.887644
902,12.290571
903,17.325571
904,17.773493
905,5.7334013
906,19.75101
907,27.170567
908,38.231606
909,11.052732
910,5.588484
911,9.725925
912,20.679424
913,17.4873
914,20.780054
915,6.348725
916,9.985592
917,11.150179
918,9.223782
919,9.304966
920,22.863214
921,19.871038
922,24.93496
923,8.866764
924,19.696836
925,22.698845
926,11.954477
927,17.936855
928,4.957024
929,11.39551
930,31.577808
931,12.187461
932,17.942495
933,16.400225
934,13.786974
935,10.733341
936,11.645941
937,18.836304
938,30.705517
939,25.21521
940,11.587093
941,16.08139
942,8.219015
943,14.320885
944,21.713873
945,19.639236
946,5.6568227
947,14.8924885
948,12.46933
949,20.607273
950,15.369531
951,5.4384503
952,14.285586
953,18.893187
954,9.885044
955,7.345977
956,16.882013
957,17.31482
958,6.3203144
959,7.1928678
960,6.685432
961,13.582683
962,15.2019615
963,14.359623
964,6.8210106
965,13.096884
966,23.5919
967,6.088637
968,13.051705
969,14.068652
970,15.960218
971,16.085352
972,12.564297
973,13.055023
974,9.648146
975,10.245581
976,22.835213
977,15.024489
978,13.417331
979,18.794865
980,18.930744
981,6.3583713
982,14.695044
983,5.4553127
984,14.92855
985,12.272992
986,13.789211
987,14.714914
988,7.254562
989,13.286518
990,6.172969
991,10.812344
992,13.612495
993,19.161415
994,5.9950695
995,11.075825
996,5.1203747
997,11.346781
998,13.334974
999,10.594376
1000,10.667174
1001,20.47092
1002,16.529377
1003,5.07859
1004,6.0792055
1005,11.318443
1006,7.9529066
1007,19.461971
1008,14.566055
1009,7.518523
1010,14.092287
1011,17.862589
1012,11.431538
1013,8.117542
1014,5.783328
1015,9.127431
1016,11.188784
1017,24.939596
1018,6.5485573
1019,14.723469
1020,6.4088516
1021,14.993925
1022,15.1756
1023,18.928333
1024,17.212822
1025,10.727898
1026,5.5782905
1027,23.369541
1028,21.122677
1029,16.725758
1030,19.1838
1031,13.305849
1032,8.129086
1033,7.370883
1034,13.070855
1035,19.976528
1036,14.807223
1037,6.0838823
1038,10.153665
1039,12.254446
1040,8.373664
1041,19.701084
1042,10.934734
1043,20.763086
1044,16.445837
1045,11.329145
1046,12.894077
1047,6.3538513
1048,11.512305
1049,17.653236
1050,10.95369
1051,14.839914
1052,22.91744
1053,12.394335
1054,15.655726
1055,10.684271
1056,11.282562
1057,17.016443
1058,6.4521503
1059,8.847253
1060,14.673288
1061,9.302147
1062,12.428905
1063,12.959583
1064,5.7142863
1065,13.812946
1066,17.3258
1067,7.6263237
1068,10.816339
1069,22.928892
1070,11.796832
1071,11.769727
1072,12.838375
1073,6.945344
1074,11.705486
1075,8.3284235
1076,19.05242
1077,10.351701
1078,7.159208
1079,17.448133
1080,13.41387
1081,12.613994
1082,11.619985
1083,5.046878
1084,27.349766
1085,14.141198
1086,5.8694763
1087,18.757523
1088,9.627766
1089,13.200544
1090,18.131
1091,5.7083483
1092,11.226281
1093,5.396496
1094,13.120201
1095,5.567773
1096,18.35695
1097,11.627243
1098,26.228529
1099,4.7120085
1100,16.197456
1101,12.750404
1102,24.320774
1103,12.564308
1104,12.085104
1105,11.219494
1106,6.9066353
1107,6.953777
1108,18.383743
1109,14.094517
1110,10.128762
1111,6.28829
1112,10.896901
1113,12.561687
1114,16.727962
1115,11.280294
1116,22.39558
1117,14.800774
1118,23.053604
1119,10.824282
1120,12.533662
1121,15.838488
1122,24.445436
1123,10.327303
1124,7.4832163
1125,13.2951565
1126,17.530464
1127,7.799429
1128,7.2645054
1129,14.55102
1130,12.441248
1131,10.668947
1132,10.961154
1133,6.382764
1134,20.685736
1135,21.99622
1136,11.161541
1137,14.857131
1138,15.4307165
1139,6.2872963
1140,12.01509
1141,14.253921
1142,17.921608
1143,4.5076485
1144,16.676514
1145,14.314524
1146,8.627283
1147,15.049665
1148,13.84066
1149,5.440715
1150,14.583231
1151,17.090069
1152,6.502815
1153,6.8198013
1154,23.250038
1155,15.913382
1156,24.162891
1157,16.794035
1158,8.425729
1159,5.8083344
1160,10.696604
1161,6.668021
1162,14.951197
1163,12.393129
1164,12.705849
1165,14.2341175
1166,26.891083
1167,9.109949
1168,15.238968
1169,6.684453
1170,6.2470036
1171,13.325933
1172,15.821115
1173,20.52016
1174,15.305022
1175,11.980852
1176,6.6179123
1177,12.213703
1178,11.759054
1179,17.833162
1180,7.2822723
1181,8.531073
1182,7.1630225
1183,19.713614
1184,10.480641
1185,16.046642
1186,16.663235
1187,13.874187
1188,23.510712
1189,28.588837
1190,20.712982
1191,14.150478
1192,9.179195
1193,6.008034
1194,19.073189
1195,19.086681
1196,11.872953
1197,17.725904
1198,11.193878
1199,18.062996
1200,6.608572
1201,6.531891
1202,6.915758
1203,27.746334
1204,17.777508
1205,14.503439
1206,23.305569
1207,13.16414
1208,19.14335
1209,16.398075
1210,15.937626
1211,8.288355
1212,12.109222
1213,14.973249
1214,9.057537
1215,11.806445
1216,25.522694
1217,12.314993
1218,11.558161
1219,11.456593
1220,11.790026
1221,18.971024
1222,18.03321
1223,24.266233
1224,5.7208
1225,6.0987797
1226,17.03258
1227,4.711032
1228,18.957527
1229,15.514622
1230,15.407607
1231,17.127739
1232,24.022734
1233,5.076866
1234,16.172009
1235,6.6740274
1236,16.816122
1237,8.257197
1238,9.6525
1239,14.972945
1240,18.484608
1241,12.824026
1242,17.055117
1243,9.176737
1244,11.334854
1245,6.97358
1246,16.704535
1247,16.335423
1248,13.734201
1249,10.218002
1250,13.940794
1251,9.840023
1252,12.311638
1253,10.309179
1254,14.9962845
1255,12.889256
1256,5.6993093
1257,11.641473
1258,15.914895
1259,22.87505
1260,15.600793
1261,19.13149
1262,25.277603
1263,13.167389
1264,5.3733373
1265,23.007843
1266,22.982616
1267,18.371935
1268,6.193834
1269,6.798314
1270,11.837372
1271,12.543983
1272,14.950562
1273,10.843725
1274,12.571753
1275,20.90009
1276,14.655619
1277,8.151564
1278,14.530469
1279,12.394186
1280,6.186599
1281,14.786746
1282,10.042604
1283,22.201588
1284,9.180551
1285,11.846614
1286,20.799765
1287,18.048218
1288,15.319535
1289,5.960874
1290,11.873246
1291,12.849188
1292,16.627995
1293,5.35096
1294,18.010548
1295,11.132859
1296,22.60051
1297,16.84348
1298,14.901434
1299,16.17492
1300,25.832232
1301,18.396847
1302,9.858481
1303,8.426607
1304,15.515796
1305,10.786184
1306,12.22854
1307,9.875801
1308,16.650608
1309,12.374533
1310,14.42034
1311,12.55801
1312,11.6816025
1313,5.505161
1314,12.454758
1315,16.74884
1316,19.114403
1317,10.6833
1318,5.8902965
1319,19.119991
1320,9.378326
1321,6.961022
1322,14.552109
1323,18.534763
1324,6.3787017
1325,5.2834616
1326,16.566307
1327,6.403921
1328,18.558681
1329,13.92001
1330,6.1828966
1331,12.00272
1332,15.265975
1333,5.7421045
1334,14.034639
1335,24.961355
1336,5.9381065
1337,14.355883
1338,6.297808
1339,15.46005
1340,11.353654
1341,5.6622
1342,20.668423
1343,5.676769
1344,12.173727
1345,4.833168
1346,11.726768
1347,12.162991
1348,11.985762
1349,23.53029
1350,17.351986
1351,12.76915
1352,20.645264
1353,14.646078
1354,10.38549
1355,8.161315
1356,9.2022295
1357,23.08489
1358,5.7699347
1359,16.38672
1360,4.9245358
1361,5.944027
1362,22.589668
1363,20.825552
1364,6.557726
1365,20.040308
1366,14.35943
1367,6.817933
1368,9.150612
1369,8.272535
1370,19.393814
1371,13.10329
1372,17.593662
1373,18.548351
1374,11.474393
1375,13.51551
1376,13.734891
1377,18.858166
1378,12.424898
1379,11.171943
1380,7.522993
1381,14.517914
1382,18.782345
1383,16.10213
1384,7.9980674
1385,10.334529
1386,13.934508
1387,20.286789
1388,10.690048
1389,20.036402
1390,13.639307
1391,20.95311
1392,19.750267
1393,20.128155
1394,14.022995
1395,11.228149
1396,18.299171
1397,20.79742
1398,12.203828
1399,23.484
1400,5.8723826
1401,6.2265882
1402,13.085611
1403,15.666863
1404,19.99749
1405,17.148354
1406,22.227633
1407,14.204676
1408,14.817672
1409,21.337093
1410,22.999434
1411,15.364759
1412,6.355423
1413,11.5276165
1414,4.376889
1415,12.425766
1416,18.624065
1417,23.623566
1418,5.057268
1419,18.950005
1420,12.403099
1421,14.249707
1422,19.088875
1423,11.3960085
1424,11.035551
1425,7.35462
1426,13.496791
1427,17.31083
1428,8.257753
1429,15.296827
1430,14.717978
1431,13.3833885
1432,13.376312
1433,21.87535
1434,16.377966
1435,10.084091
1436,14.019426
1437,14.610264
1438,23.080505
1439,11.677483
1440,16.189613
1441,17.777302
1442,5.9501133
1443,12.5321865
1444,13.602087
1445,20.652464
1446,5.3054504
1447,5.676501
1448,22.81823
1449,13.520625
1450,21.469051
1451,13.232569
1452,4.9981046
1453,7.5747085
1454,13.845905
1455,8.206592
1456,13.260002
1457,15.185955
1458,23.02264
1459,8.381191
1460,13.5384655
1461,4.8694057
1462,6.5533247
1463,17.805895
1464,24.922308
1465,13.893625
1466,12.106561
1467,14.057464
1468,23.590366
1469,16.30125
1470,12.405689
1471,15.306179
1472,15.494278
1473,9.155965
1474,6.877297
1475,4.3202734
1476,20.219124
1477,14.444488
1478,20.136732
1479,5.688871
1480,18.519938
1481,6.4651537
1482,15.030511
1483,11.447161
1484,16.554539
1485,19.1198
1486,13.0534
1487,7.3993597
1488,12.423937
1489,4.2584286
1490,17.345943
1491,10.501776
1492,16.232416
1493,13.266773
1494,6.7107134
1495,18.14595
1496,17.875965
1497,13.050564
1498,20.65414
1499,19.812027
1500,10.516773
1501,9.346419
1502,17.147425
1503,7.575721
1504,20.729153
1505,16.247074
1506,14.311859
1507,16.58747
1508,11.993098
1509,11.098249
1510,6.5473776
1511,31.7126
1512,23.928333
1513,10.57944
1514,7.6699266
1515,15.731148
1516,13.422241
1517,19.87135
1518,10.870776
1519,6.7477593
1520,14.716672
1521,13.167539
1522,16.840326
1523,9.93429
1524,12.070782
1525,11.556989
1526,24.600727
1527,14.745678
1528,21.17099
1529,16.349768
1530,14.09836
1531,18.90222
1532,5.028977
1533,15.021944
1534,11.94339
1535,10.439798
1536,15.70994
1537,16.235111
1538,13.954744
1539,7.0299315
1540,5.288834
1541,16.54783
1542,12.444552
1543,14.931209
1544,15.209517
1545,15.107952
1546,28.847214
1547,12.434522
1548,19.695784
1549,18.946096
1550,13.5342655
1551,12.555136
1552,5.854402
1553,9.2054405
1554,12.776045
1555,7.139994
1556,17.30061
1557,18.205275
1558,17.527523
1559,5.8540964
1560,6.3916125
1561,13.490753
1562,7.9976873
1563,23.819172
1564,13.900938
1565,9.927967
1566,16.566263
1567,17.1057
1568,22.025885
1569,14.551057
1570,15.177639
1571,23.716066
1572,16.03778
1573,11.902928
1574,21.059626
1575,29.131556
1576,15.776416
1577,6.005022
1578,8.473755
1579,24.949001
1580,12.046583
1581,19.730099
1582,12.969371
1583,20.218235
1584,14.255991
1585,5.5085397
1586,20.179813
1587,13.496021
1588,13.266743
1589,13.832237
1590,6.250906
1591,11.592032
1592,6.8002844
1593,15.488113
1594,12.352222
1595,17.16551
1596,6.10526
1597,15.876814
1598,7.2892795
1599,18.782646
1600,11.909601
1601,12.966711
1602,19.923326
1603,19.39119
1604,9.67434
1605,10.382315
1606,12.712746
1607,12.495665
1608,12.511204
1609,9.797947
1610,16.315598
1611,18.481293
1612,6.126413
1613,23.234867
1614,18.81918
1615,19.395138
1616,9.629292
1617,8.410074
1618,12.497032
1619,6.034677
1620,20.479252
1621,15.313365
1622,12.7790575
1623,17.212791
1624,16.51178
1625,16.191046
1626,11.813238
1627,7.951687
1628,20.9781
1629,28.310604
1630,11.880766
1631,9.740114
1632,13.266811
1633,13.562752
1634,9.662481
1635,18.95393
1636,15.237574
1637,4.891387
1638,15.273298
1639,9.945549
1640,17.481623
1641,17.016823
1642,8.941212
1643,21.350029
1644,21.285105
1645,4.7230825
1646,6.762053
1647,8.060804
1648,17.629986
1649,12.214737
1650,6.8381486
1651,11.693075
1652,23.669445
1653,13.324189
1654,31.40271
1655,7.3367925
1656,14.448376
1657,9.525956
1658,8.191078
1659,9.112428
1660,17.362274
1661,7.360058
1662,13.27113
1663,19.464884
1664,10.314272
1665,10.989548
1666,24.210327
1667,14.063257
1668,7.10528
1669,9.716662
1670,9.075888
1671,15.811348
1672,14.73723
1673,22.157494
1674,8.803943
1675,17.46956
1676,17.342064
1677,5.3555813
1678,5.567396
1679,15.36988
1680,22.105852
1681,25.244064
1682,12.063301
1683,20.339684
1684,6.1854763
1685,5.8194294
1686,22.116749
1687,14.222328
1688,16.707977
1689,10.865523
1690,6.527645
1691,14.307472
1692,12.981993
1693,14.43742
1694,11.787976
1695,11.626362
1696,5.723598
1697,12.8365
1698,11.138687
1699,20.022747
1700,14.6843815
1701,12.637891
1702,6.98847
1703,12.511838
1704,18.53678
1705,13.921089
1706,20.532112
1707,11.108763
1708,18.718113
1709,6.353945
1710,15.458487
1711,23.11344
1712,12.528971
1713,14.5806
1714,11.670258
1715,10.818876
1716,13.982642
1717,14.07983
1718,11.670937
1719,16.619476
1720,14.396753
1721,9.460066
1722,7.109124
1723,5.9069963
1724,6.0680246
1725,19.642063
1726,21.741304
1727,13.208104
1728,13.489396
1729,9.735521
1730,9.945043
1731,17.458546
1732,12.425018
1733,11.9525795
1734,6.627783
1735,13.158044
1736,21.203665
1737,13.6822195
1738,20.891546
1739,13.177035
1740,18.207893
1741,16.029503
1742,6.0750523
1743,9.0984
1744,15.661716
1745,4.1821294
1746,4.391004
1747,14.221477
1748,12.693815
1749,13.596576
1750,16.60712
1751,7.3332186
1752,9.813522
1753,25.918398
1754,11.377035
1755,20.243382
1756,20.147243
1757,4.1783595
1758,6.3333707
1759,12.961249
1760,24.590206
1761,5.970076
1762,14.236013
1763,5.9109
1764,13.067811
1765,18.391064
1766,7.90131
1767,8.6034975
1768,13.540488
1769,18.306753
1770,19.020786
1771,14.61269
1772,12.427845
1773,9.3748
1774,14.258488
1775,21.593313
1776,9.605024
1777,6.243982
1778,14.070861
1779,11.164102
1780,22.32584
1781,16.868267
1782,11.015786
1783,14.339045
1784,18.07684
1785,7.135521
1786,12.752116
1787,12.05714
1788,23.739597
1789,8.709102
1790,8.089031
1791,5.035216
1792,17.637383
1793,12.315417
1794,13.795429
1795,21.395775
1796,15.433535
1797,21.696922
1798,12.188247
1799,14.981062
1800,13.437325
1801,7.6628876
1802,11.248193
1803,8.129118
1804,7.7108846
1805,13.072382
1806,16.565989
1807,11.999938
1808,19.74744
1809,13.053084
1810,11.799904
1811,9.891762
1812,5.6121893
1813,15.314898
1814,19.585163
1815,28.821651
1816,15.987878
1817,8.759526
1818,12.979023
1819,16.247625
1820,13.044345
1821,23.61032
1822,20.295948
1823,12.432099
1824,12.918341
1825,10.723581
1826,12.999769
1827,10.995388
1828,9.007803
1829,4.730573
1830,12.931263
1831,18.19179
1832,11.73367
1833,17.764385
1834,12.317997
1835,10.278215
1836,9.860432
1837,17.04426
1838,12.55065
1839,8.10196
1840,5.568347
1841,19.222408
1842,5.228186
1843,7.697898
1844,11.740699
1845,18.057297
1846,7.6952453
